ID,Type,TotalGoldMined,Death,Time
0,digger,0,Did not die,535
1,digger,0,Did not die,535
2,digger,0,Did not die,535
3,digger,0,Pit,425
4,digger,0,Did not die,535
5,minerBuilder,0,Did not die,535
6,minerBuilder,0,Did not die,535
7,minerBuilder,0,Pit,367
8,minerBuilder,0,Did not die,535
9,minerBuilder,0,Lava,534
10,superMiner,3,Did not die,535
11,superMiner,0,Did not die,535
12,superMiner,0,Did not die,535
13,superMiner,0,Did not die,535
14,superMiner,0,Did not die,535
15,ultimateMiner,0,Did not die,535
16,ultimateMiner,0,Pit,484
17,ultimateMiner,0,Did not die,535
18,ultimateMiner,3,Did not die,535
19,ultimateMiner,0,Did not die,535
