ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,583
1,searcher,0,Did not die,583
2,digger,0,Did not die,583
3,digger,0,Did not die,583
4,digger,0,Did not die,583
5,digger,0,Did not die,583
6,digger,0,Pit,415
7,minerBuilder,0,Lava,582
8,minerBuilder,0,Did not die,583
9,minerBuilder,0,Did not die,583
10,minerBuilder,0,Did not die,583
11,minerBuilder,0,Did not die,583
12,superMiner,0,Did not die,583
13,superMiner,0,Did not die,583
14,superMiner,0,Did not die,583
15,superMiner,0,Pit,461
16,superMiner,0,Did not die,583
17,ultimateMiner,5,Did not die,583
18,ultimateMiner,5,Did not die,583
19,ultimateMiner,0,Pit,532
20,ultimateMiner,0,Did not die,583
21,ultimateMiner,0,Did not die,583
