ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,553
1,searcher,0,Did not die,553
2,searcher,0,Did not die,553
3,searcher,0,Did not die,553
4,searcher,0,Did not die,553
5,digger,0,Did not die,553
6,digger,0,Did not die,553
7,digger,0,Did not die,553
8,digger,0,Did not die,553
9,digger,0,Did not die,553
10,minerBuilder,0,Pit,369
11,minerBuilder,0,Did not die,553
12,minerBuilder,0,Did not die,553
13,minerBuilder,5,Did not die,553
14,minerBuilder,0,Lava,530
15,superMiner,0,Did not die,553
16,superMiner,0,Pit,475
17,superMiner,0,Pit,434
18,superMiner,0,Lava,552
19,superMiner,0,Did not die,553
