ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,592
1,searcher,0,Did not die,592
2,searcher,0,Did not die,592
3,searcher,0,Did not die,592
4,searcher,0,Did not die,592
5,digger,0,Did not die,592
6,digger,0,Did not die,592
7,digger,0,Did not die,592
8,digger,0,Did not die,592
9,digger,0,Pit,511
10,minerBuilder,0,Did not die,592
11,minerBuilder,0,Did not die,592
12,minerBuilder,0,Did not die,592
13,minerBuilder,0,Did not die,592
14,minerBuilder,0,Did not die,592
15,superMiner,0,Did not die,592
16,superMiner,0,Did not die,592
17,superMiner,0,Did not die,592
18,superMiner,0,Did not die,592
19,superMiner,0,Did not die,592
20,ultimateMiner,0,Pit,591
21,ultimateMiner,0,Did not die,592
22,ultimateMiner,0,Did not die,592
23,ultimateMiner,0,Did not die,592
24,ultimateMiner,5,Did not die,592
25,ultimateMiner,0,Did not die,592
26,ultimateMiner,0,Did not die,592
27,ultimateMiner,0,Did not die,592
