ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,614
1,searcher,0,Did not die,614
2,searcher,0,Did not die,614
3,searcher,0,Did not die,614
4,searcher,0,Did not die,614
5,digger,0,Did not die,614
6,digger,0,Pit,539
7,digger,0,Did not die,614
8,digger,0,Did not die,614
9,digger,0,Did not die,614
10,minerBuilder,0,Did not die,614
11,minerBuilder,0,Did not die,614
12,minerBuilder,5,Did not die,614
13,minerBuilder,0,Did not die,614
14,minerBuilder,0,Did not die,614
15,superMiner,0,Did not die,614
16,superMiner,0,Did not die,614
17,superMiner,0,Did not die,614
18,superMiner,0,Pit,613
19,superMiner,0,Did not die,614
20,ultimateMiner,0,Did not die,614
21,ultimateMiner,0,Did not die,614
22,ultimateMiner,0,Did not die,614
23,ultimateMiner,0,Did not die,614
24,ultimateMiner,0,Did not die,614
25,ultimateMiner,0,Did not die,614
26,ultimateMiner,0,Did not die,614
27,ultimateMiner,0,Did not die,614
28,ultimateMiner,0,Did not die,614
