ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,586
1,searcher,0,Did not die,586
2,searcher,0,Did not die,586
3,searcher,0,Did not die,586
4,searcher,0,Did not die,586
5,digger,0,Did not die,586
6,digger,0,Pit,533
7,minerBuilder,0,Did not die,586
8,minerBuilder,0,Did not die,586
9,minerBuilder,0,Lava,585
10,minerBuilder,0,Did not die,586
11,minerBuilder,0,Pit,462
12,superMiner,0,Did not die,586
13,superMiner,0,Did not die,586
14,superMiner,0,Did not die,586
15,superMiner,0,Did not die,586
16,superMiner,0,Did not die,586
17,ultimateMiner,5,Did not die,586
18,ultimateMiner,0,Did not die,586
19,ultimateMiner,5,Did not die,586
20,ultimateMiner,0,Pit,403
21,ultimateMiner,0,Did not die,586
