ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,708
1,searcher,0,Did not die,708
2,searcher,0,Did not die,708
3,searcher,0,Did not die,708
4,searcher,0,Did not die,708
5,digger,0,Did not die,708
6,digger,0,Did not die,708
7,digger,0,Did not die,708
8,digger,0,Did not die,708
9,digger,0,Pit,631
10,digger,0,Did not die,708
11,minerBuilder,0,Did not die,708
12,minerBuilder,0,Pit,492
13,minerBuilder,0,Did not die,708
14,minerBuilder,0,Lava,707
15,minerBuilder,5,Did not die,708
16,superMiner,0,Did not die,708
17,superMiner,0,Did not die,708
18,superMiner,0,Did not die,708
19,superMiner,0,Did not die,708
20,superMiner,5,Did not die,708
21,ultimateMiner,0,Did not die,708
22,ultimateMiner,0,Pit,552
23,ultimateMiner,0,Did not die,708
24,ultimateMiner,0,Did not die,708
25,ultimateMiner,0,Did not die,708
