ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,536
1,searcher,0,Did not die,536
2,searcher,0,Did not die,536
3,searcher,0,Did not die,536
4,searcher,0,Did not die,536
5,minerBuilder,0,Did not die,536
6,minerBuilder,0,Did not die,536
7,minerBuilder,0,Did not die,536
8,minerBuilder,0,Pit,487
9,minerBuilder,5,Did not die,536
10,superMiner,0,Did not die,536
11,superMiner,0,Did not die,536
12,superMiner,0,Did not die,536
13,superMiner,0,Lava,535
14,superMiner,5,Did not die,536
15,ultimateMiner,0,Pit,379
16,ultimateMiner,0,Pit,433
17,ultimateMiner,0,Did not die,536
18,ultimateMiner,0,Did not die,536
19,ultimateMiner,0,Did not die,536
