ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,596
1,searcher,0,Did not die,596
2,searcher,0,Did not die,596
3,searcher,0,Did not die,596
4,searcher,0,Did not die,596
5,digger,0,Did not die,596
6,digger,0,Pit,538
7,minerBuilder,0,Did not die,596
8,minerBuilder,0,Did not die,596
9,minerBuilder,0,Did not die,596
10,minerBuilder,0,Did not die,596
11,minerBuilder,0,Did not die,596
12,superMiner,0,Pit,412
13,superMiner,5,Did not die,596
14,superMiner,0,Did not die,596
15,superMiner,0,Did not die,596
16,superMiner,0,Did not die,596
17,ultimateMiner,0,Pit,465
18,ultimateMiner,5,Did not die,596
19,ultimateMiner,0,Did not die,596
20,ultimateMiner,0,Lava,595
21,ultimateMiner,0,Did not die,596
