ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,585
1,searcher,0,Did not die,585
2,searcher,0,Did not die,585
3,searcher,0,Did not die,585
4,searcher,0,Did not die,585
5,digger,0,Did not die,585
6,digger,0,Did not die,585
7,digger,0,Did not die,585
8,digger,0,Did not die,585
9,minerBuilder,0,Did not die,585
10,minerBuilder,0,Did not die,585
11,minerBuilder,0,Did not die,585
12,minerBuilder,0,Did not die,585
13,minerBuilder,0,Did not die,585
14,superMiner,0,Did not die,585
15,superMiner,0,Did not die,585
16,superMiner,0,Did not die,585
17,superMiner,0,Did not die,585
18,superMiner,0,Did not die,585
19,ultimateMiner,5,Did not die,585
20,ultimateMiner,0,Pit,510
21,ultimateMiner,0,Did not die,585
22,ultimateMiner,0,Pit,441
23,ultimateMiner,0,Pit,584
