ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,629
1,searcher,0,Did not die,629
2,searcher,0,Did not die,629
3,searcher,0,Did not die,629
4,searcher,0,Did not die,629
5,digger,0,Did not die,629
6,digger,0,Pit,396
7,digger,0,Did not die,629
8,digger,0,Pit,540
9,digger,0,Did not die,629
10,minerBuilder,0,Lava,628
11,minerBuilder,0,Lava,607
12,minerBuilder,0,Did not die,629
13,minerBuilder,0,Lava,580
14,minerBuilder,0,Did not die,629
15,superMiner,0,Did not die,629
16,superMiner,3,Did not die,629
17,superMiner,0,Pit,460
18,superMiner,0,Did not die,629
19,superMiner,0,Did not die,629
20,ultimateMiner,0,Did not die,629
21,ultimateMiner,0,Did not die,629
