ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,659
1,searcher,0,Did not die,659
2,searcher,0,Did not die,659
3,searcher,0,Did not die,659
4,searcher,0,Did not die,659
5,digger,0,Lava,574
6,digger,0,Lava,572
7,digger,0,Did not die,659
8,digger,0,Pit,436
9,digger,0,Did not die,659
10,minerBuilder,0,Lava,529
11,minerBuilder,0,Lava,658
12,minerBuilder,0,Pit,362
13,minerBuilder,0,Did not die,659
14,minerBuilder,0,Lava,542
15,superMiner,0,Did not die,659
16,superMiner,0,Pit,486
17,superMiner,3,Did not die,659
18,superMiner,0,Did not die,659
19,superMiner,0,Did not die,659
