ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,659
1,searcher,0,Did not die,659
2,searcher,0,Did not die,659
3,searcher,0,Did not die,659
4,searcher,0,Did not die,659
5,digger,0,Did not die,659
6,digger,0,Did not die,659
7,digger,0,Pit,582
8,digger,0,Did not die,659
9,digger,0,Did not die,659
10,minerBuilder,0,Pit,658
11,minerBuilder,0,Pit,506
12,minerBuilder,0,Did not die,659
13,minerBuilder,0,Did not die,659
14,minerBuilder,0,Did not die,659
15,minerBuilder,0,Did not die,659
16,minerBuilder,0,Did not die,659
17,superMiner,0,Did not die,659
18,superMiner,0,Did not die,659
19,superMiner,0,Did not die,659
20,superMiner,0,Did not die,659
21,superMiner,0,Did not die,659
22,ultimateMiner,0,Did not die,659
23,ultimateMiner,0,Did not die,659
24,ultimateMiner,5,Did not die,659
25,ultimateMiner,0,Did not die,659
26,ultimateMiner,5,Did not die,659
