ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,726
1,searcher,0,Did not die,726
2,searcher,0,Did not die,726
3,searcher,0,Did not die,726
4,searcher,0,Did not die,726
5,digger,0,Did not die,726
6,digger,0,Did not die,726
7,digger,0,Did not die,726
8,digger,0,Did not die,726
9,digger,0,Did not die,726
10,digger,0,Did not die,726
11,digger,0,Did not die,726
12,digger,0,Did not die,726
13,digger,0,Pit,546
14,digger,0,Did not die,726
15,minerBuilder,0,Did not die,726
16,minerBuilder,0,Did not die,726
17,minerBuilder,0,Did not die,726
18,minerBuilder,0,Pit,631
19,minerBuilder,0,Did not die,726
20,superMiner,0,Did not die,726
21,superMiner,0,Did not die,726
22,superMiner,0,Did not die,726
23,superMiner,3,Did not die,726
24,superMiner,0,Did not die,726
25,ultimateMiner,0,Pit,725
26,ultimateMiner,0,Did not die,726
27,ultimateMiner,0,Did not die,726
28,ultimateMiner,3,Did not die,726
29,ultimateMiner,0,Did not die,726
