ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,659
1,searcher,0,Did not die,659
2,searcher,0,Did not die,659
3,searcher,0,Did not die,659
4,searcher,0,Did not die,659
5,digger,0,Lava,574
6,digger,0,Lava,572
7,digger,0,Did not die,659
8,digger,0,Pit,436
9,digger,0,Did not die,659
10,superMiner,0,Lava,529
11,superMiner,0,Lava,658
12,superMiner,0,Pit,362
13,superMiner,0,Did not die,659
14,superMiner,0,Lava,542
15,ultimateMiner,0,Did not die,659
16,ultimateMiner,0,Pit,486
17,ultimateMiner,3,Did not die,659
18,ultimateMiner,0,Did not die,659
19,ultimateMiner,0,Did not die,659
