ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,564
1,searcher,0,Did not die,564
2,searcher,0,Did not die,564
3,searcher,0,Did not die,564
4,searcher,0,Did not die,564
5,digger,0,Did not die,564
6,digger,0,Did not die,564
7,digger,0,Did not die,564
8,digger,0,Pit,374
9,digger,0,Did not die,564
10,superMiner,0,Pit,478
11,superMiner,3,Did not die,564
12,superMiner,0,Lava,545
13,superMiner,0,Pit,422
14,superMiner,0,Did not die,564
15,ultimateMiner,0,Did not die,564
16,ultimateMiner,0,Lava,527
17,ultimateMiner,0,Lava,563
18,ultimateMiner,3,Did not die,564
19,ultimateMiner,0,Did not die,564
