ID,Type,TotalGoldMined,Death,Time
0,searcher,0,Did not die,579
1,searcher,0,Did not die,579
2,searcher,0,Did not die,579
3,searcher,0,Did not die,579
4,searcher,0,Did not die,579
5,digger,0,Did not die,579
6,digger,0,Did not die,579
7,digger,0,Did not die,579
8,digger,0,Did not die,579
9,digger,0,Did not die,579
10,minerBuilder,0,Pit,500
11,superMiner,3,Did not die,579
12,superMiner,0,Lava,555
13,superMiner,0,Did not die,579
14,superMiner,0,Lava,578
15,superMiner,0,Pit,445
16,ultimateMiner,0,Pit,383
17,ultimateMiner,0,Did not die,579
18,ultimateMiner,0,Did not die,579
19,ultimateMiner,0,Did not die,579
20,ultimateMiner,3,Did not die,579
